lead_id,activity_timestamp,activity_value,points
11369,2020-04-15,Free Trial: DataSec Auditor for Active Directory,40
11370,2020-02-08,Request a Quote: DataSec Auditor for Azure Files,40
11371,2020-12-09,Request a Quote: DataSec Auditor for Windows Server,40
11372,2020-02-17,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11372,2020-03-05,Request a Quote: DataSec Classification for SharePoint,40
11373,2021-04-17,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11374,2020-10-31,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11375,2020-04-10,Free Trial: DataSec Classification for Dell Data Storage,40
11376,2020-03-24,Get a Demo: DataSec Auditor for Network Devices,40
11377,2020-01-14,Request a Quote: DataSec Auditor for SharePoint,40
11378,2020-02-29,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11379,2021-02-26,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11380,2020-12-16,Request a Quote: DataSec Auditor for Active Directory,40
11381,2021-04-20,Get a Demo: DataSec Classification for Azure Files,40
11382,2020-09-02,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11383,2020-05-26,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
11384,2020-08-10,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
11384,2020-08-25,DataSec Account Lockout Examiner,8
11384,2020-09-13,Get a Demo: DataSec Auditor for Windows Server,40
11384,2020-09-28,Ebook: Privileged Access Management Fundamentals,2
11385,2020-09-25,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
11386,2020-01-18,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
11387,2021-05-28,DataSec Password Expiration Notifier,8
11387,2021-06-01,Ebook: Windows Server Hardening Guide,2
11388,2020-06-21,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
11389,2021-06-19,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
11390,2021-04-03,Get a Demo: DataSec Auditor for Active Directory,40
11391,2020-06-06,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11391,2020-06-14,Request a Quote: DataSec Auditor for NetApp,40
11391,2020-07-03,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
11392,2020-08-25,White Paper: Preventing Data Loss - A DLP Primer,2
11392,2020-08-29,Get a Demo: DataSec Classification for Dell Data Storage,40
11393,2020-10-20,Webinar Attendance: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,10
11394,2020-09-12,Get a Demo: DataSec Auditor for Active Directory,40
11395,2020-09-13,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
11396,2020-10-11,Launch In-Browser Demo: DataSec Auditor for Microsoft 365,15
11397,2020-07-17,White Paper: HIPAA Compliance for IT Auditors,2
11397,2020-07-28,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11398,2020-06-07,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
11399,2020-08-28,Get a Demo: DataSec Auditor for Network Devices,40
11399,2020-09-15,White Paper: Active Directory Security Best Practices,2
11400,2020-11-06,White Paper: Active Directory Security Best Practices,2
11400,2020-11-19,Get a Demo: DataSec Auditor for Synology,40
11401,2021-02-05,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
11402,2020-03-08,DataSec Effective Permissions Reporting Tool,8
11402,2020-03-18,Free Trial: DataSec Classification for Qumulo,40
11403,2021-05-02,Free Trial: DataSec Auditor for Synology,40
11404,2021-03-30,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11405,2020-10-19,Free Trial: DataSec Classification for SharePoint,40
11406,2021-05-09,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11407,2020-06-27,Free Trial: DataSec Auditor for Azure Files,40
11408,2020-07-13,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11409,2020-08-30,Request a Quote: DataSec Classification for NetApp,40
11410,2021-05-09,DataSec Effective Permissions Reporting Tool,8
11410,2021-05-13,White Paper: Insider Threat Detection Fundamentals,2
11411,2021-05-01,Ebook: Password Policy Best Practices,2
11411,2021-05-08,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
11412,2021-02-21,Free Trial: DataSec Auditor for Windows File Servers,40
11412,2021-03-04,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11413,2020-01-18,Free Trial: DataSec Classification for Synology,40
11414,2021-04-17,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
11415,2020-04-28,Request a Quote: DataSec Auditor for Windows Server,40
11416,2020-10-07,White Paper: Active Directory Security Best Practices,2
11416,2020-10-11,DataSec Flashlight for NetSuite,8
11417,2020-10-28,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11418,2021-06-02,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11419,2020-03-18,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11420,2021-06-29,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11421,2020-01-03,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
11422,2020-06-26,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
11423,2021-03-11,Get a Demo: DataSec Classification for Synology,40
11424,2020-07-11,Get a Demo: DataSec Auditor for Exchange,40
11424,2020-07-30,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11425,2020-01-07,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11425,2020-01-14,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11426,2021-01-14,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11427,2020-11-07,White Paper: HIPAA Compliance for IT Auditors,2
11427,2020-11-17,DataSec Password Expiration Notifier,8
11428,2021-05-22,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11429,2020-11-01,Webinar Registration: Group and Identity Management Mastery: Techniques and Best Practices,5
11429,2020-11-09,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
11430,2020-11-08,White Paper: Insider Threat Detection Fundamentals,2
11430,2020-11-18,Get a Demo: DataSec Auditor for Windows Server,40
11431,2020-12-16,White Paper: Active Directory Security Best Practices,2
11431,2020-12-26,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11431,2021-01-11,Webinar Attendance: Block Insider Threats Where They Start: At the Endpoint,10
11431,2021-01-29,White Paper: Preventing Data Loss - A DLP Primer,2
11432,2021-01-09,Free Trial: DataSec Auditor for SQL Server,40
11433,2021-05-09,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
11433,2021-05-18,Ebook: Password Policy Best Practices,2
11434,2020-09-05,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11435,2020-06-13,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11436,2020-03-20,Launch In-Browser Demo: DataSec Classification for NetApp,15
11437,2020-03-31,Get a Demo: DataSec Auditor for SQL Server,40
11438,2020-04-24,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11438,2020-04-26,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
11439,2021-04-14,White Paper: HIPAA Compliance for IT Auditors,2
11439,2021-04-21,Get a Demo: DataSec Classification for Nutanix Files,40
11440,2021-01-29,Get a Demo: DataSec Auditor for Synology,40
11441,2021-05-03,Launch In-Browser Demo: DataSec Classification for Synology,15
11441,2021-05-21,DataSec Event Log Manager,8
11441,2021-06-09,White Paper: A Practical Guide to GDPR Compliance,2
11442,2020-05-25,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
11443,2020-12-07,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11444,2020-03-29,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11445,2020-09-23,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11446,2020-11-21,Free Trial: DataSec Auditor for Windows Server,40
11447,2021-06-07,White Paper: HIPAA Compliance for IT Auditors,2
11447,2021-06-20,Free Trial: DataSec Classification for Azure Files,40
11448,2020-05-02,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11449,2020-01-23,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
11450,2020-05-18,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11451,2020-03-12,Get a Demo: DataSec Auditor for SQL Server,40
11452,2021-03-21,White Paper: Preventing Data Loss - A DLP Primer,2
11452,2021-03-24,Ebook: Password Policy Best Practices,2
11452,2021-04-02,Webinar Attendance: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,10
11453,2021-07-01,Launch In-Browser Demo: DataSec Auditor for Synology,15
11454,2020-06-20,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
11454,2020-06-24,Webinar Registration: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,5
11455,2020-04-11,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
11455,2020-04-25,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
11456,2020-01-28,DataSec Event Log Manager,8
11456,2020-01-30,White Paper: Preventing Data Loss - A DLP Primer,2
11457,2021-06-05,DataSec Service Monitor,8
11457,2021-06-11,Webinar Registration: Discover and Secure Sensitive Data with DataSec Classification,5
11458,2020-04-13,Request a Quote: DataSec Auditor for Active Directory,40
11458,2020-04-26,Ebook: Defending Against Crypto-Ransomware,2
11459,2021-01-21,Webinar Registration: Discover and Secure Sensitive Data with DataSec Classification,5
11459,2021-01-26,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11460,2020-10-22,Free Trial: DataSec Classification for NetApp,40
11461,2020-03-17,Get a Demo: DataSec Auditor for VMware,40
11462,2020-06-17,Request a Quote: DataSec Auditor for Windows Server,40
11463,2020-05-25,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11464,2020-07-22,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
11464,2020-08-10,Ebook: Password Policy Best Practices,2
11465,2020-11-01,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
11466,2020-03-06,Launch In-Browser Demo: DataSec Classification for Synology,15
11467,2020-06-15,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11468,2020-03-31,Ebook: Windows Server Hardening Guide,2
11468,2020-04-05,DataSec Effective Permissions Reporting Tool,8
11469,2020-04-29,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11470,2021-05-05,DataSec Service Monitor,8
11470,2021-05-06,White Paper: Active Directory Security Best Practices,2
11471,2020-06-19,Webinar Attendance: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,10
11472,2021-04-14,Webinar Attendance: Mastering Endpoint Management with DataSec,10
11472,2021-04-27,Free Trial: DataSec Auditor for Windows File Servers,40
11473,2020-11-16,Launch In-Browser Demo: DataSec Auditor for Nutanix Files,15
11474,2020-02-02,"Webinar Registration: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",5
11474,2020-02-05,DataSec Effective Permissions Reporting Tool,8
11475,2020-02-24,Launch In-Browser Demo: DataSec Auditor for Synology,15
11476,2021-06-06,Ebook: Defending Against Crypto-Ransomware,2
11476,2021-06-12,Get a Demo: DataSec Classification for Windows File Servers,40
11477,2021-03-04,Request a Quote: DataSec Auditor for Network Devices,40
11478,2020-05-23,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
11479,2020-01-17,Launch In-Browser Demo: DataSec Classification for NetApp,15
11480,2020-06-13,Ebook: Defending Against Crypto-Ransomware,2
11480,2020-06-26,Free Trial: DataSec Auditor for Windows File Servers,40
11481,2020-09-10,Get a Demo: DataSec Auditor for Active Directory,40
11482,2020-09-17,DataSec Event Log Manager,8
11482,2020-09-25,Ebook: Windows Server Hardening Guide,2
11483,2020-12-14,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11484,2020-04-12,DataSec Account Lockout Examiner,8
11484,2020-04-23,Ebook: Defending Against Crypto-Ransomware,2
11484,2020-05-03,DataSec Account Lockout Examiner,8
11484,2020-05-07,Get a Demo: DataSec Auditor for Active Directory,40
11485,2020-07-12,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11485,2020-07-20,Launch In-Browser Demo: DataSec Classification for Synology,15
11485,2020-07-27,DataSec Flashlight for NetSuite,8
11486,2020-04-17,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11487,2020-07-10,Request a Quote: DataSec Classification for NetApp,40
11487,2020-07-29,Launch In-Browser Demo: DataSec Auditor for Qumulo,15
11488,2020-11-01,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
11489,2020-01-31,Ebook: Privileged Access Management Fundamentals,2
11489,2020-02-08,Ebook: Password Policy Best Practices,2
11489,2020-02-11,DataSec Effective Permissions Reporting Tool,8
11489,2020-02-14,DataSec Event Log Manager,8
11489,2020-02-26,DataSec Service Monitor,8
11490,2021-01-07,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
11491,2019-12-24,DataSec Account Lockout Examiner,8
11491,2020-01-05,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
11492,2020-08-30,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
11493,2020-05-05,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11494,2020-11-17,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11495,2021-02-17,Free Trial: DataSec Auditor for Azure Files,40
11496,2021-03-31,Get a Demo: DataSec Auditor for Dell Data Storage,40
11497,2021-04-17,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11498,2020-12-17,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11499,2020-04-11,Launch In-Browser Demo: DataSec Auditor for Nutanix Files,15
11500,2021-05-30,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11501,2021-06-26,Launch In-Browser Demo: DataSec Classification for Synology,15
11502,2020-10-09,DataSec Bulk Password Reset,8
11502,2020-10-18,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
11503,2020-02-11,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11504,2020-08-21,Webinar Attendance: PAM Roadmap: Key Strategies for Effective Deployment and Team Engagement,10
11505,2020-08-14,Launch In-Browser Demo: DataSec Auditor for VMware,15
11506,2020-08-12,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
11507,2020-12-12,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
11508,2020-09-01,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11509,2021-03-06,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
11510,2020-03-20,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11510,2020-03-29,DataSec Effective Permissions Reporting Tool,8
11511,2020-01-03,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
11512,2020-07-10,DataSec Event Log Manager,8
11512,2020-07-21,Ebook: Privileged Access Management Fundamentals,2
11512,2020-08-07,DataSec Bulk Password Reset,8
11512,2020-08-21,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11513,2020-01-19,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
11514,2020-01-22,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
11515,2021-01-09,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
11516,2020-11-03,White Paper: Active Directory Security Best Practices,2
11516,2020-11-15,Ebook: Defending Against Crypto-Ransomware,2
11516,2020-11-16,Get a Demo: DataSec Auditor for Active Directory,40
11517,2020-09-23,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
11518,2020-04-25,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
11519,2021-01-20,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11520,2020-12-11,Free Trial: DataSec Auditor for Windows File Servers,40
11521,2020-12-11,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11522,2020-10-29,Ebook: Privileged Access Management Fundamentals,2
11522,2020-10-31,Request a Quote: DataSec Classification for Azure Files,40
11523,2020-12-20,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
11524,2020-08-08,DataSec Password Expiration Notifier,8
11524,2020-08-13,White Paper: HIPAA Compliance for IT Auditors,2
11525,2020-06-16,Free Community Edition: DataSec Auditor for VMware: Free Community Edition,15
11526,2021-01-24,Get a Demo: DataSec Auditor for Windows File Servers,40
11527,2020-05-24,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11527,2020-05-29,Request a Quote: DataSec Auditor for Dell Data Storage,40
11528,2020-06-03,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
11529,2020-06-06,Free Trial: DataSec Classification for Windows File Servers,40
11530,2020-08-30,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
11531,2020-07-29,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
11531,2020-08-05,White Paper: PCI DSS Compliance Checklist for IT Teams,2
11531,2020-08-09,DataSec Inactive User Tracker,8
11532,2020-09-10,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
11533,2020-04-28,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11533,2020-05-04,Webinar Registration: Mastering Endpoint Management with DataSec,5
11534,2021-05-17,White Paper: A Practical Guide to GDPR Compliance,2
11534,2021-05-28,DataSec Disk Space Monitor,8
11535,2020-09-04,Free Trial: DataSec Auditor for Active Directory,40
11536,2021-04-19,Request a Quote: DataSec Auditor for Microsoft 365,40
11536,2021-04-24,White Paper: Insider Threat Detection Fundamentals,2
11537,2020-01-02,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11538,2021-01-06,Request a Quote: DataSec Auditor for Active Directory,40
11538,2021-01-24,DataSec Event Log Manager,8
11539,2020-06-06,Get a Demo: DataSec Auditor for Active Directory,40
11540,2020-02-04,Launch In-Browser Demo: DataSec Auditor for SharePoint,15
11541,2020-06-11,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
11542,2020-06-26,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11543,2021-05-14,Get a Demo: DataSec Auditor for SharePoint,40
11544,2020-01-08,Launch In-Browser Demo: DataSec Classification for Qumulo,15
11545,2020-10-10,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11546,2020-02-06,White Paper: HIPAA Compliance for IT Auditors,2
11546,2020-02-10,Get a Demo: DataSec Classification for SharePoint,40
11547,2021-01-21,DataSec Password Expiration Notifier,8
11547,2021-01-27,White Paper: Active Directory Security Best Practices,2
11548,2020-06-15,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11548,2020-06-27,Webinar Registration: Block Insider Threats Where They Start: At the Endpoint,5
11549,2020-08-28,Request a Quote: DataSec Auditor for NetApp,40
11550,2020-10-19,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
11551,2020-05-09,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
11552,2020-04-20,Launch In-Browser Demo: DataSec Auditor for Azure Files,15
11553,2020-08-15,Request a Quote: DataSec Auditor for Windows File Servers,40
11554,2020-10-04,White Paper: Preventing Data Loss - A DLP Primer,2
11554,2020-10-05,DataSec Event Log Manager,8
11555,2020-01-21,Free Trial: DataSec Classification for Dell Data Storage,40
11556,2020-10-05,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11557,2021-04-05,Get a Demo: DataSec Auditor for Windows Server,40
11557,2021-04-20,White Paper: Insider Threat Detection Fundamentals,2
11558,2020-07-21,Launch In-Browser Demo: DataSec Auditor for Oracle Database,15
11559,2020-11-26,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11560,2020-09-19,Free Trial: DataSec Auditor for Active Directory,40
11561,2020-06-05,Get a Demo: DataSec Auditor for Windows File Servers,40
11562,2020-02-17,Ebook: Defending Against Crypto-Ransomware,2
11562,2020-02-24,Free Trial: DataSec Auditor for Active Directory,40
11563,2020-11-27,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11563,2020-12-03,DataSec Account Lockout Examiner,8
11564,2020-12-24,DataSec Effective Permissions Reporting Tool,8
11564,2021-01-04,Request a Quote: DataSec Classification for Synology,40
11565,2020-04-01,Get a Demo: DataSec Auditor for Exchange,40
11566,2020-04-23,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11567,2020-10-11,White Paper: A Practical Guide to GDPR Compliance,2
11567,2020-10-16,DataSec Effective Permissions Reporting Tool,8
11568,2020-12-16,White Paper: A Practical Guide to GDPR Compliance,2
11568,2020-12-18,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
11569,2020-07-31,Free Trial: DataSec Auditor for Windows File Servers,40
11570,2020-04-29,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
11571,2021-06-19,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11571,2021-06-24,Free Trial: DataSec Auditor for Microsoft 365,40
11572,2020-05-10,DataSec Disk Space Monitor,8
11572,2020-05-13,Webinar Attendance: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,10
11573,2020-11-10,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11574,2021-01-26,Ebook: Password Policy Best Practices,2
11574,2021-02-01,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
11575,2020-01-02,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11575,2020-01-14,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
11576,2020-04-04,Webinar Attendance: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,10
11577,2021-04-07,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
11578,2020-06-06,Get a Demo: DataSec Auditor for Synology,40
11578,2020-06-24,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
11579,2020-10-17,Get a Demo: DataSec Classification for SharePoint,40
11580,2021-03-04,Request a Quote: DataSec Auditor for Azure Files,40
11580,2021-03-22,Ebook: Windows Server Hardening Guide,2
11581,2021-03-05,Free Trial: DataSec Auditor for Exchange,40
11582,2021-03-11,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
11583,2020-10-01,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11584,2020-11-17,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
11585,2020-08-24,Ebook: Password Policy Best Practices,2
11585,2020-09-06,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
11586,2020-09-02,Free Trial: DataSec Auditor for Windows Server,40
11586,2020-09-07,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
11587,2021-06-22,Ebook: Privileged Access Management Fundamentals,2
11587,2021-06-28,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11588,2020-11-03,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
11589,2021-04-07,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
11590,2020-04-09,DataSec Effective Permissions Reporting Tool,8
11590,2020-04-12,Ebook: Defending Against Crypto-Ransomware,2
11591,2020-11-10,Launch In-Browser Demo: DataSec Auditor for Microsoft 365,15
11592,2020-07-24,Webinar Attendance: World Password Day: You Still Have Passwords. Now What?,10
11593,2020-12-13,Get a Demo: DataSec Classification for Azure Files,40
11594,2020-01-06,Free Trial: DataSec Auditor for Windows File Servers,40
11595,2020-01-17,Free Community Edition: DataSec Auditor for SharePoint: Free Community Edition,15
11595,2020-02-02,DataSec Service Monitor,8
11595,2020-02-15,Launch In-Browser Demo: DataSec Auditor for VMware,15
11596,2020-10-06,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11597,2021-05-27,DataSec Service Monitor,8
11597,2021-06-05,Free Trial: DataSec Classification for NetApp,40
11598,2020-03-25,Ebook: Password Policy Best Practices,2
11598,2020-04-07,DataSec Event Log Manager,8
11599,2020-11-16,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11599,2020-11-26,Ebook: Password Policy Best Practices,2
11600,2020-05-01,Request a Quote: DataSec Auditor for Windows File Servers,40
11601,2021-04-01,Free Trial: DataSec Auditor for NetApp,40
11602,2020-11-13,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11603,2021-01-27,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
11603,2021-02-04,DataSec Service Monitor,8
11604,2021-05-09,DataSec Disk Space Monitor,8
11604,2021-05-16,Request a Quote: DataSec Auditor for Microsoft 365,40
11605,2021-03-13,Free Community Edition: DataSec Auditor for Oracle Database: Free Community Edition,15
11606,2020-10-25,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
11607,2020-04-30,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
11607,2020-05-03,DataSec Bulk Password Reset,8
11608,2021-02-18,Free Trial: DataSec Classification for Windows File Servers,40
11609,2020-02-24,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11610,2020-02-17,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11611,2021-05-29,Free Trial: DataSec Auditor for Windows Server,40
11612,2020-05-30,White Paper: Preventing Data Loss - A DLP Primer,2
11612,2020-06-03,White Paper: HIPAA Compliance for IT Auditors,2
11612,2020-06-12,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
11613,2020-04-23,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
11614,2020-04-28,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
11614,2020-05-17,Request a Quote: DataSec Auditor for Synology,40
11615,2020-02-03,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
11616,2020-02-14,DataSec Bulk Password Reset,8
11616,2020-02-23,Ebook: Windows Server Hardening Guide,2
11616,2020-03-01,Request a Quote: DataSec Auditor for Windows File Servers,40
11616,2020-03-05,Ebook: Windows Server Hardening Guide,2
11617,2020-02-28,Get a Demo: DataSec Auditor for Windows Server,40
11618,2021-04-23,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11618,2021-05-10,Get a Demo: DataSec Classification for Nutanix Files,40
11619,2021-06-10,DataSec Account Lockout Examiner,8
11619,2021-06-13,Launch In-Browser Demo: DataSec Auditor for VMware,15
11620,2021-05-09,Free Trial: DataSec Classification for SharePoint,40
11621,2021-03-16,Request a Quote: DataSec Classification for Dell Data Storage,40
11622,2021-03-05,White Paper: A Practical Guide to GDPR Compliance,2
11622,2021-03-11,DataSec Password Expiration Notifier,8
11623,2020-06-24,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
11624,2021-06-18,White Paper: Active Directory Security Best Practices,2
11624,2021-06-21,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11625,2020-06-13,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
11625,2020-06-26,Launch In-Browser Demo: DataSec Classification for SharePoint,15
11625,2020-07-15,White Paper: A Practical Guide to GDPR Compliance,2
11626,2020-12-31,Get a Demo: DataSec Auditor for Windows File Servers,40
11627,2020-04-16,Launch In-Browser Demo: DataSec Classification for Azure Files,15
11628,2020-03-10,Ebook: Password Policy Best Practices,2
11628,2020-03-11,DataSec Effective Permissions Reporting Tool,8
11629,2020-06-17,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
11630,2021-02-17,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
11631,2020-04-13,Get a Demo: DataSec Auditor for Qumulo,40
11631,2020-04-17,Ebook: Privileged Access Management Fundamentals,2
11632,2020-08-01,Request a Quote: DataSec Auditor for Active Directory,40
11633,2020-08-12,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
